/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Alina Herzog
Cruise: PS116


Coverage:	LATITUDE: 40.81954 * LONGITUDE: -11.52920
	DATE/TIME START: 2018-11-15T11:24:25 * DATE/TIME END: 2018-11-15T13:16:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 33735m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
3048	700.75	-0.55	48.9	153	10.3
3055	700.28	-0.57	48.6	153	10.3
3061	699.82	-0.59	48.4	153	10.3
3065	699.37	-0.60	48.3	153	10.3
3069	698.93	-0.61	48.4	153	10.3
3073	698.51	-0.64	48.4	153	10.3
3078	698.08	-0.66	48.1	153	10.3
3083	697.66	-0.68	47.6	153	10.3
3089	697.23	-0.69	47.2	152	10.3
3092	696.80	-0.71	47.1	153	10.3
3098	696.37	-0.73	47.2	153	10.3
3103	695.93	-0.76	47.2	153	10.3
3108	695.49	-0.78	46.9	153	10.3
3113	695.04	-0.80	46.1	153	10.4
3119	694.60	-0.82	45.5	153	10.4
3123	694.16	-0.84	45.2	153	10.4
3129	693.71	-0.87	45.2	154	10.4
3134	693.27	-0.90	45.2	154	10.4
3139	692.83	-0.93	45.1	154	10.4
3144	692.40	-0.97	44.7	155	10.4
3150	691.97	-1.00	44.3	155	10.4
3155	691.56	-1.03	44.1	155	10.4
3159	691.15	-1.06	44.1	156	10.4
3162	690.76	-1.09	44.2	156	10.4
3166	690.37	-1.12	44.4	156	10.3
3171	689.98	-1.16	44.5	157	10.3
3177	689.60	-1.19	44.4	157	10.3
3182	689.22	-1.22	43.8	157	10.2
3185	688.85	-1.25	43.3	158	10.2
3189	688.48	-1.28	43.1	158	10.1
3193	688.11	-1.32	43.3	158	10.0
3197	687.73	-1.35	43.6	158	10.0
3201	687.35	-1.39	43.9	159	9.9
3206	686.95	-1.43	44.0	159	9.8
3211	686.54	-1.46	43.7	159	9.7
3215	686.12	-1.50	43.0	159	9.7
3221	685.68	-1.54	42.3	159	9.6
3226	685.23	-1.59	42.0	160	9.5
3232	684.77	-1.64	41.8	160	9.4
3238	684.32	-1.68	41.5	160	9.4
3245	683.88	-1.72	41.0	160	9.3
3248	683.45	-1.74	41.1	160	9.2
3253	683.05	-1.76	41.3	160	9.2
3258	682.65	-1.78	41.4	160	9.1
3261	682.27	-1.81	41.4	160	9.1
3265	681.90	-1.83	41.0	161	9.0
3270	681.52	-1.86	40.7	161	9.0
3275	681.15	-1.88	40.7	161	9.0
3278	680.76	-1.91	41.2	161	9.0
3282	680.36	-1.95	42.2	161	8.9
3287	679.95	-1.97	43.3	161	8.9
3292	679.52	-2.00	44.2	161	8.9
3298	679.07	-2.03	44.0	162	8.9
3304	678.62	-2.06	43.3	162	8.9
3309	678.15	-2.11	42.5	162	8.9
3316	677.69	-2.14	41.8	162	8.9
3320	677.23	-2.16	41.3	162	8.8
3326	676.78	-2.17	41.1	163	8.8
3331	676.35	-2.20	41.0	163	8.8
3336	675.92	-2.22	40.8	163	8.8
3340	675.49	-2.25	40.5	163	8.8
3345	675.08	-2.28	40.3	163	8.8
3351	674.66	-2.32	40.3	163	8.7
3354	674.25	-2.36	40.3	164	8.7
3360	673.84	-2.39	40.3	164	8.7
3365	673.43	-2.44	40.3	164	8.7
3370	673.02	-2.48	40.2	164	8.7
3375	672.63	-2.51	40.0	164	8.7
3379	672.24	-2.54	39.9	164	8.6
3384	671.85	-2.56	39.8	163	8.6
3388	671.47	-2.58	39.7	163	8.6
3392	671.08	-2.61	39.5	163	8.6
3396	670.69	-2.62	39.4	163	8.6
3401	670.28	-2.64	39.3	163	8.6
3406	669.87	-2.66	39.3	163	8.6
3412	669.46	-2.69	39.5	163	8.7
3418	669.05	-2.70	39.6	162	8.7
3423	668.64	-2.71	39.2	162	8.7
3427	668.26	-2.72	38.6	162	8.7
3431	667.89	-2.72	38.1	162	8.7
3435	667.53	-2.73	37.8	162	8.7
3439	667.18	-2.73	37.5	162	8.8
3442	666.82	-2.72	37.0	162	8.8
3446	666.46	-2.70	36.5	162	8.8
3451	666.09	-2.69	36.1	162	8.8
3455	665.71	-2.70	35.9	162	8.8
3460	665.31	-2.72	35.7	162	8.9
3465	664.90	-2.74	35.5	162	8.9
3470	664.48	-2.76	35.3	162	8.9
3475	664.05	-2.78	35.3	162	8.9
3481	663.61	-2.80	35.4	162	8.9
3487	663.17	-2.83	35.4	162	8.9
3492	662.73	-2.86	35.4	162	8.9
3498	662.31	-2.90	35.3	162	8.9
3504	661.90	-2.92	35.1	162	8.8
3507	661.51	-2.94	35.0	162	8.8
3511	661.13	-2.97	35.1	162	8.8
3514	660.75	-3.00	35.2	162	8.8
3518	660.37	-3.04	35.3	162	8.8
3524	659.98	-3.08	35.4	162	8.7
3528	659.59	-3.12	35.3	162	8.7
3535	659.19	-3.16	35.3	162	8.7
3539	658.79	-3.20	35.2	162	8.7
3544	658.39	-3.24	35.3	162	8.7
3549	658.00	-3.27	35.5	161	8.6
3554	657.62	-3.29	35.8	161	8.6
3559	657.25	-3.31	36.1	161	8.6
3561	656.89	-3.33	36.4	161	8.6
3566	656.53	-3.37	36.8	160	8.6
3570	656.17	-3.41	37.3	160	8.6
3574	655.81	-3.45	37.8	160	8.6
3578	655.45	-3.49	38.1	160	8.6
3583	655.07	-3.53	38.3	159	8.6
3587	654.67	-3.57	38.6	159	8.7
3593	654.27	-3.62	39.0	159	8.7
3598	653.86	-3.66	39.5	158	8.7
3604	653.46	-3.69	40.0	158	8.8
3610	653.06	-3.71	40.3	158	8.8
3614	652.67	-3.72	40.5	157	8.9
3618	652.29	-3.74	40.7	157	9.0
3621	651.92	-3.75	41.1	157	9.0
3626	651.54	-3.77	41.5	156	9.1
3631	651.17	-3.79	41.7	156	9.2
3635	650.79	-3.82	41.8	156	9.3
3639	650.39	-3.85	41.8	156	9.4
3644	649.98	-3.88	41.7	156	9.5
3650	649.57	-3.91	41.6	155	9.6
3656	649.14	-3.95	41.4	155	9.7
3661	648.72	-3.98	40.9	155	9.8
3666	648.30	-4.01	40.3	155	9.8
3671	647.89	-4.04	40.1	155	9.9
3676	647.48	-4.08	40.2	155	10.0
3681	647.07	-4.13	40.4	155	10.1
3685	646.66	-4.17	40.6	155	10.2
3690	646.25	-4.21	40.8	155	10.2
3694	645.82	-4.26	41.2	155	10.3
3701	645.39	-4.31	41.6	155	10.3
3706	644.94	-4.36	42.0	155	10.4
3712	644.49	-4.41	42.2	155	10.4
3718	644.04	-4.45	42.3	155	10.4
3723	643.59	-4.48	42.3	155	10.5
3729	643.15	-4.51	42.1	156	10.5
3735	642.71	-4.55	41.9	156	10.5
3741	642.29	-4.58	41.9	156	10.5
3745	641.88	-4.62	42.0	156	10.5
3749	641.48	-4.65	42.4	156	10.5
3754	641.09	-4.69	42.9	156	10.5
3758	640.70	-4.72	43.4	156	10.5
3763	640.32	-4.76	43.7	156	10.5
3768	639.93	-4.80	43.6	157	10.5
3774	639.54	-4.83	42.9	157	10.5
3778	639.15	-4.84	41.8	157	10.5
3782	638.77	-4.86	41.3	157	10.5
3787	638.38	-4.90	41.9	157	10.5
3791	637.99	-4.94	42.6	157	10.5
3796	637.60	-4.98	43.0	157	10.5
3802	637.21	-5.02	43.2	157	10.5
3806	636.83	-5.06	43.3	157	10.5
3811	636.44	-5.10	43.5	157	10.5
3815	636.05	-5.15	43.8	157	10.5
3820	635.65	-5.20	44.2	157	10.5
3826	635.26	-5.25	44.6	157	10.5
3831	634.86	-5.29	45.0	157	10.5
3836	634.47	-5.33	45.4	157	10.5
3841	634.09	-5.36	45.9	157	10.6
3844	633.71	-5.40	46.5	157	10.6
3849	633.33	-5.44	47.4	157	10.6
3854	632.96	-5.48	47.9	157	10.6
3859	632.59	-5.51	47.9	157	10.6
3864	632.22	-5.54	47.8	158	10.6
3868	631.86	-5.57	47.7	158	10.6
3873	631.51	-5.59	47.6	158	10.6
3877	631.16	-5.61	47.5	158	10.6
3881	630.81	-5.63	47.3	158	10.6
3884	630.47	-5.65	47.1	158	10.6
3888	630.11	-5.68	46.9	158	10.6
3893	629.75	-5.72	46.7	158	10.6
3897	629.38	-5.76	46.7	158	10.6
3903	629.00	-5.80	46.7	158	10.6
3909	628.61	-5.85	46.8	158	10.5
3914	628.23	-5.90	46.8	158	10.5
3919	627.86	-5.93	46.7	158	10.4
3923	627.50	-5.97	46.6	158	10.4
3927	627.16	-6.00	46.4	157	10.3
3931	626.84	-6.03	46.4	157	10.3
3935	626.52	-6.07	46.6	157	10.2
3937	626.22	-6.10	46.7	157	10.2
3941	625.92	-6.13	46.6	157	10.1
3945	625.61	-6.16	46.2	156	10.0
3949	625.31	-6.18	45.7	156	10.0
3953	625.00	-6.21	45.4	156	9.9
3957	624.69	-6.24	45.3	155	9.8
3961	624.38	-6.27	45.3	155	9.8
3965	624.06	-6.30	45.3	154	9.7
3969	623.74	-6.33	45.1	154	9.6
3973	623.41	-6.36	45.0	153	9.6
3977	623.07	-6.39	44.9	153	9.5
3981	622.71	-6.43	44.8	153	9.5
3984	622.34	-6.47	44.6	152	9.4
3991	621.96	-6.51	44.5	152	9.4
3996	621.56	-6.56	44.5	151	9.3
4001	621.16	-6.60	44.4	151	9.3
4007	620.75	-6.65	44.4	151	9.3
4012	620.35	-6.69	44.4	150	9.3
4017	619.95	-6.73	44.3	150	9.2
4022	619.55	-6.78	44.3	150	9.2
4027	619.17	-6.83	44.4	150	9.2
4032	618.79	-6.87	44.4	150	9.2
4037	618.43	-6.91	44.3	150	9.2
4041	618.07	-6.95	44.1	150	9.2
4045	617.72	-6.97	43.8	150	9.3
4049	617.38	-6.98	43.3	150	9.3
4053	617.03	-6.99	42.8	150	9.3
4057	616.69	-6.99	42.3	151	9.3
4062	616.34	-7.01	42.2	151	9.3
4066	615.98	-7.03	42.3	151	9.3
4071	615.62	-7.07	42.3	151	9.3
4076	615.25	-7.10	41.9	152	9.3
4081	614.88	-7.13	41.5	152	9.3
4085	614.50	-7.16	41.2	152	9.3
4089	614.12	-7.19	41.0	152	9.3
4095	613.73	-7.24	40.9	153	9.3
4100	613.33	-7.28	41.0	153	9.3
4105	612.93	-7.33	41.3	153	9.3
4111	612.52	-7.37	41.8	153	9.3
4116	612.12	-7.41	42.1	153	9.2
4121	611.71	-7.44	42.1	153	9.2
4126	611.32	-7.48	42.0	153	9.2
4132	610.93	-7.52	41.9	153	9.1
4137	610.55	-7.56	42.0	153	9.1
4141	610.18	-7.60	42.1	153	9.0
4145	609.81	-7.64	42.3	153	9.0
4149	609.45	-7.69	42.5	153	8.9
4154	609.09	-7.73	42.5	153	8.9
4158	608.72	-7.77	42.6	153	8.8
4164	608.36	-7.82	42.8	152	8.7
4169	607.99	-7.87	43.1	152	8.7
4173	607.63	-7.91	43.4	152	8.6
4177	607.26	-7.95	43.6	152	8.6
4182	606.89	-8.00	43.7	151	8.5
4187	606.52	-8.05	43.8	151	8.5
4192	606.14	-8.09	44.0	151	8.4
4196	605.75	-8.14	44.2	150	8.4
4201	605.35	-8.19	44.5	150	8.4
4207	604.95	-8.24	44.7	150	8.3
4212	604.54	-8.29	44.8	150	8.3
4218	604.13	-8.35	44.9	150	8.3
4225	603.74	-8.41	45.1	149	8.3
4230	603.35	-8.45	45.2	149	8.2
4233	602.99	-8.49	45.2	149	8.2
4238	602.63	-8.53	45.2	149	8.2
4242	602.30	-8.57	45.5	149	8.2
4246	601.97	-8.60	45.7	149	8.2
4250	601.65	-8.63	45.8	149	8.2
4254	601.33	-8.66	45.7	148	8.2
4258	601.02	-8.69	45.6	148	8.2
4261	600.70	-8.71	45.5	148	8.2
4265	600.37	-8.73	45.3	148	8.2
4270	600.04	-8.76	45.0	148	8.1
4275	599.70	-8.78	44.8	148	8.1
4279	599.36	-8.81	44.7	148	8.1
4284	599.01	-8.85	44.7	148	8.1
4288	598.66	-8.88	44.7	147	8.1
4292	598.30	-8.92	44.7	147	8.1
4298	597.93	-8.96	44.8	147	8.1
4302	597.56	-8.99	44.8	147	8.0
4306	597.18	-9.02	44.8	147	8.0
4312	596.79	-9.06	44.9	147	8.0
4318	596.40	-9.10	45.1	147	7.9
4323	596.01	-9.13	45.1	147	7.9
4328	595.62	-9.15	45.1	147	7.9
4334	595.23	-9.17	45.0	147	7.8
4338	594.86	-9.20	44.9	147	7.8
4343	594.48	-9.23	44.8	147	7.7
4347	594.10	-9.27	44.7	147	7.7
4351	593.72	-9.31	44.7	147	7.6
4356	593.32	-9.34	44.6	147	7.5
4362	592.91	-9.38	44.2	147	7.5
4367	592.49	-9.42	43.8	148	7.4
4374	592.06	-9.45	43.5	148	7.3
4380	591.63	-9.49	43.4	148	7.3
4388	591.22	-9.52	43.5	149	7.2
4392	590.82	-9.55	43.3	149	7.1
4396	590.45	-9.57	42.8	149	7.0
4401	590.10	-9.57	42.0	150	6.9
4405	589.78	-9.57	41.0	150	6.9
4409	589.47	-9.57	39.9	151	6.8
4412	589.18	-9.58	38.7	152	6.7
4415	588.90	-9.59	37.9	152	6.6
4418	588.62	-9.61	37.6	153	6.5
4423	588.35	-9.63	37.9	153	6.4
4426	588.08	-9.64	38.3	154	6.4
4429	587.80	-9.66	38.6	154	6.3
4433	587.52	-9.66	38.3	155	6.2
4437	587.24	-9.67	38.1	156	6.1
4440	586.95	-9.68	37.9	156	6.0
4445	586.66	-9.69	37.4	157	6.0
4449	586.37	-9.69	37.8	157	5.9
4453	586.08	-9.69	38.7	158	5.8
4457	585.80	-9.69	39.0	158	5.8
4460	585.52	-9.69	38.6	159	5.7
4463	585.25	-9.69	38.2	159	5.6
4467	584.98	-9.70	38.1	160	5.6
4470	584.70	-9.72	38.2	160	5.5
4474	584.42	-9.74	38.4	161	5.4
4477	584.14	-9.76	38.5	161	5.4
4482	583.84	-9.78	38.6	161	5.3
4486	583.53	-9.81	38.7	162	5.3
4490	583.22	-9.84	38.8	162	5.2
4494	582.90	-9.87	38.9	162	5.2
4498	582.56	-9.91	39.0	163	5.1
4502	582.21	-9.95	39.1	163	5.1
4507	581.84	-10.00	39.2	163	5.1
4512	581.46	-10.05	39.1	164	5.0
4518	581.06	-10.09	38.9	164	5.0
4523	580.64	-10.13	38.8	164	5.0
4529	580.22	-10.18	38.8	164	5.0
4536	579.80	-10.24	39.0	165	5.0
4543	579.38	-10.28	39.1	165	5.0
4549	578.99	-10.32	39.2	165	5.0
4553	578.61	-10.35	39.1	166	5.0
4557	578.25	-10.38	39.0	166	5.1
4561	577.90	-10.41	39.0	166	5.1
4565	577.57	-10.45	39.1	167	5.1
4569	577.23	-10.47	39.2	167	5.2
4573	576.90	-10.49	39.3	168	5.2
4578	576.56	-10.52	39.4	168	5.3
4584	576.22	-10.56	39.4	169	5.3
4587	575.88	-10.60	39.5	169	5.4
4592	575.53	-10.63	39.6	170	5.5
4598	575.18	-10.66	39.7	171	5.5
4602	574.83	-10.69	39.7	171	5.6
4606	574.48	-10.74	39.8	172	5.7
4610	574.13	-10.78	39.9	173	5.7
4616	573.77	-10.83	40.0	173	5.8
4620	573.41	-10.87	40.1	174	5.8
4626	573.04	-10.90	40.1	175	5.9
4631	572.68	-10.94	40.0	176	5.9
4636	572.32	-10.96	39.9	177	6.0
4640	571.96	-10.98	39.5	177	6.0
4645	571.60	-10.98	39.0	178	6.0
4649	571.24	-10.98	38.4	179	6.0
4654	570.88	-10.97	37.7	180	6.0
4659	570.51	-10.97	37.2	180	6.0
4665	570.14	-10.96	36.6	181	6.0
4670	569.77	-10.96	36.0	182	6.0
4676	569.40	-10.97	35.5	182	6.0
4679	569.04	-10.98	35.2	183	6.0
4685	568.69	-10.97	34.8	184	6.0
4689	568.34	-10.96	34.3	184	5.9
4693	567.98	-10.96	34.1	185	5.9
4699	567.63	-10.97	34.0	185	5.9
4702	567.27	-11.00	34.0	186	5.8
4708	566.91	-11.03	34.1	186	5.8
4713	566.54	-11.06	34.2	186	5.7
4718	566.17	-11.09	34.3	187	5.7
4724	565.79	-11.12	34.3	187	5.6
4729	565.41	-11.13	34.1	187	5.6
4733	565.03	-11.14	34.0	187	5.5
4738	564.63	-11.16	33.9	188	5.4
4743	564.23	-11.19	33.7	188	5.4
4750	563.82	-11.22	33.3	188	5.3
4756	563.41	-11.24	32.7	189	5.3
4762	563.01	-11.27	32.2	189	5.2
4768	562.62	-11.30	31.9	189	5.2
4774	562.25	-11.32	31.8	190	5.1
4778	561.90	-11.35	31.7	190	5.1
4782	561.57	-11.38	31.7	191	5.0
4786	561.27	-11.41	31.7	191	5.0
4790	560.98	-11.44	31.5	192	5.0
4793	560.69	-11.47	31.1	193	4.9
4796	560.41	-11.49	30.3	193	4.9
4800	560.13	-11.49	29.3	194	4.9
4804	559.83	-11.50	29.0	195	4.9
4809	559.53	-11.49	29.3	196	4.9
4812	559.23	-11.49	29.7	197	4.9
4816	558.91	-11.51	29.9	198	4.9
4820	558.58	-11.53	29.9	199	4.9
4826	558.25	-11.57	29.8	199	4.9
4832	557.91	-11.60	29.7	200	4.9
4836	557.57	-11.64	29.6	201	4.9
4841	557.23	-11.68	29.4	202	4.9
4846	556.90	-11.71	29.4	203	5.0
4850	556.58	-11.75	29.4	203	5.0
4854	556.26	-11.78	29.4	204	5.0
4858	555.94	-11.81	29.2	204	5.0
4862	555.63	-11.81	28.8	205	5.1
4867	555.32	-11.82	28.5	205	5.1
4871	555.01	-11.84	28.5	206	5.1
4875	554.70	-11.88	28.6	206	5.1
4879	554.38	-11.94	28.8	206	5.1
4884	554.07	-11.99	28.9	207	5.1
4888	553.76	-12.00	28.6	207	5.2
4892	553.46	-12.00	28.2	207	5.2
4897	553.15	-12.01	28.0	207	5.2
4901	552.84	-12.03	28.0	207	5.2
4904	552.53	-12.08	28.1	208	5.2
4908	552.21	-12.12	28.2	208	5.2
4913	551.89	-12.14	28.2	208	5.2
4918	551.55	-12.16	28.0	209	5.2
4924	551.21	-12.18	27.9	209	5.2
4929	550.86	-12.22	27.9	209	5.2
4934	550.51	-12.26	27.9	210	5.2
4938	550.17	-12.30	28.0	210	5.1
4943	549.84	-12.33	28.1	211	5.1
4947	549.50	-12.37	28.1	211	5.1
4952	549.18	-12.41	28.2	212	5.1
4956	548.85	-12.46	28.3	212	5.1
4961	548.52	-12.50	28.3	213	5.1
4965	548.19	-12.54	28.3	213	5.1
4969	547.85	-12.59	28.5	214	5.1
4975	547.51	-12.63	28.6	215	5.1
4979	547.15	-12.68	28.7	215	5.1
4985	546.79	-12.73	28.9	216	5.1
4990	546.43	-12.77	29.0	216	5.1
4995	546.06	-12.83	29.0	217	5.1
5000	545.70	-12.88	29.0	217	5.0
5006	545.35	-12.92	29.1	218	5.0
5011	545.01	-12.97	29.1	218	5.0
5016	544.69	-13.01	29.2	218	4.9
5019	544.38	-13.06	29.4	219	4.9
5023	544.07	-13.10	29.5	219	4.9
5027	543.78	-13.13	29.6	219	4.8
5030	543.48	-13.17	29.7	219	4.8
5035	543.17	-13.21	29.7	220	4.7
5039	542.86	-13.25	29.7	220	4.7
5044	542.53	-13.29	29.8	220	4.6
5049	542.19	-13.34	30.0	220	4.6
5054	541.84	-13.39	30.2	220	4.5
5059	541.49	-13.44	30.3	220	4.4
5064	541.13	-13.48	30.3	220	4.4
5069	540.76	-13.52	30.3	220	4.3
5075	540.40	-13.55	30.4	220	4.3
5080	540.04	-13.58	30.5	220	4.2
5085	539.69	-13.62	30.6	220	4.2
5089	539.34	-13.66	30.7	220	4.1
5094	539.00	-13.70	30.7	220	4.1
5099	538.67	-13.74	30.8	220	4.1
5104	538.34	-13.78	31.0	219	4.0
5108	538.02	-13.82	31.3	219	4.0
5111	537.69	-13.86	31.6	219	4.0
5116	537.36	-13.89	31.8	218	3.9
5121	537.03	-13.93	32.0	218	3.9
5127	536.69	-13.98	32.1	217	3.9
5132	536.35	-14.02	32.4	216	3.9
5137	536.01	-14.05	32.7	215	3.9
5141	535.68	-14.09	32.9	214	3.9
5145	535.35	-14.12	33.0	213	3.9
5150	535.02	-14.16	33.2	212	3.9
5155	534.70	-14.20	33.4	211	3.9
5160	534.37	-14.23	33.6	210	4.0
5164	534.04	-14.27	33.9	208	4.0
5169	533.70	-14.30	34.1	207	4.0
5173	533.37	-14.33	34.4	206	4.0
5178	533.04	-14.37	34.7	204	4.1
5184	532.70	-14.41	34.8	203	4.1
5189	532.38	-14.45	34.9	201	4.2
5194	532.06	-14.48	34.9	200	4.2
5197	531.74	-14.51	34.8	199	4.3
5201	531.43	-14.54	34.9	197	4.3
5205	531.12	-14.58	35.1	196	4.4
5210	530.81	-14.61	35.1	195	4.4
5215	530.49	-14.64	35.0	194	4.4
5219	530.17	-14.66	34.8	194	4.5
5224	529.84	-14.68	34.6	193	4.5
5229	529.51	-14.71	34.5	192	4.6
5233	529.17	-14.74	34.5	192	4.6
5238	528.81	-14.78	34.7	191	4.6
5243	528.45	-14.82	34.7	191	4.7
5249	528.08	-14.86	34.8	191	4.7
5255	527.70	-14.91	35.0	191	4.7
5260	527.32	-14.95	35.2	191	4.7
5265	526.93	-15.00	35.3	191	4.7
5272	526.56	-15.04	35.4	191	4.7
5279	526.20	-15.09	35.5	192	4.7
5283	525.85	-15.14	35.5	192	4.7
5286	525.52	-15.17	35.5	192	4.7
5291	525.20	-15.21	35.6	193	4.7
5294	524.89	-15.25	35.7	193	4.7
5299	524.57	-15.29	36.0	194	4.6
5303	524.25	-15.33	36.3	194	4.6
5308	523.92	-15.37	36.5	195	4.6
5313	523.57	-15.42	36.6	195	4.6
5319	523.22	-15.48	36.8	196	4.5
5324	522.86	-15.53	37.1	196	4.5
5330	522.49	-15.58	37.4	197	4.5
5335	522.13	-15.63	37.5	197	4.5
5341	521.77	-15.68	37.5	198	4.4
5346	521.42	-15.72	37.5	198	4.4
5351	521.08	-15.76	37.5	198	4.4
5355	520.74	-15.79	37.6	198	4.3
5359	520.42	-15.83	37.6	198	4.3
5365	520.10	-15.88	37.8	198	4.3
5369	519.79	-15.93	38.1	198	4.3
5374	519.49	-15.98	38.4	198	4.3
5378	519.19	-16.01	38.6	197	4.2
5381	518.89	-16.05	38.6	197	4.2
5386	518.59	-16.08	38.6	196	4.2
5390	518.29	-16.12	38.8	196	4.2
5395	517.97	-16.16	39.0	195	4.1
5399	517.65	-16.19	39.3	194	4.1
5404	517.33	-16.23	39.6	194	4.1
5409	516.99	-16.27	39.8	193	4.0
5414	516.65	-16.30	40.0	192	4.0
5419	516.30	-16.34	40.1	191	3.9
5425	515.94	-16.37	40.2	190	3.9
5430	515.59	-16.41	40.3	189	3.8
5436	515.25	-16.45	40.4	189	3.7
5441	514.91	-16.48	40.4	188	3.7
5445	514.58	-16.51	40.4	187	3.6
5449	514.26	-16.54	40.4	186	3.5
5454	513.94	-16.56	40.4	185	3.4
5459	513.63	-16.57	40.2	185	3.3
5463	513.32	-16.54	39.7	184	3.2
5467	513.01	-16.50	39.1	184	3.1
5472	512.71	-16.50	38.8	183	3.0
5476	512.40	-16.52	38.8	183	2.9
5481	512.09	-16.54	38.9	183	2.8
5485	511.77	-16.55	38.8	183	2.6
5490	511.46	-16.55	38.3	183	2.5
5495	511.13	-16.53	37.6	184	2.4
5499	510.81	-16.52	37.2	184	2.3
5504	510.48	-16.53	37.0	185	2.2
5510	510.14	-16.56	36.8	186	2.1
5514	509.80	-16.58	36.4	187	2.0
5519	509.46	-16.60	35.7	188	1.9
5525	509.11	-16.61	34.7	190	1.9
5530	508.76	-16.62	33.6	191	1.8
5536	508.41	-16.61	32.6	193	1.8
5540	508.06	-16.60	31.5	195	1.8
5545	507.71	-16.59	30.3	196	1.7
5550	507.35	-16.60	29.1	198	1.7
5555	506.98	-16.60	27.9	199	1.8
5561	506.61	-16.60	26.5	200	1.8
5568	506.23	-16.60	25.1	201	1.8
5574	505.85	-16.60	24.2	202	1.8
5579	505.47	-16.61	23.9	203	1.9
5585	505.10	-16.63	23.9	203	2.0
5590	504.73	-16.66	23.8	204	2.0
5595	504.36	-16.68	23.5	204	2.1
5600	504.00	-16.70	22.9	204	2.2
5606	503.65	-16.72	22.5	204	2.2
5611	503.29	-16.75	22.4	203	2.3
5616	502.92	-16.76	22.4	203	2.4
5622	502.55	-16.76	22.5	203	2.5
5626	502.17	-16.77	22.8	203	2.5
5633	501.79	-16.81	23.1	203	2.6
5639	501.40	-16.87	23.2	202	2.7
5646	501.02	-16.93	23.4	202	2.8
5653	500.66	-16.99	23.5	202	2.8
5658	500.31	-17.02	23.7	202	2.9
5663	499.99	-17.04	23.9	202	2.9
5666	499.70	-17.05	24.2	202	3.0
5669	499.42	-17.06	24.7	202	3.0
5673	499.15	-17.06	25.2	203	3.0
5677	498.89	-17.08	25.5	203	3.1
5681	498.63	-17.10	25.9	203	3.1
5684	498.36	-17.10	26.7	203	3.1
5688	498.09	-17.10	27.7	203	3.1
5693	497.81	-17.12	28.2	204	3.1
5698	497.51	-17.16	28.2	204	3.1
5702	497.21	-17.19	28.1	204	3.1
5706	496.91	-17.22	28.3	204	3.1
5712	496.60	-17.26	28.7	205	3.1
5716	496.29	-17.29	29.1	205	3.1
5721	495.99	-17.33	29.3	205	3.1
5726	495.68	-17.36	28.8	205	3.0
5730	495.38	-17.39	28.1	205	3.0
5735	495.08	-17.41	27.2	205	3.0
5739	494.78	-17.42	26.3	205	3.0
5743	494.48	-17.44	25.8	204	2.9
5748	494.18	-17.46	25.8	204	2.9
5752	493.88	-17.49	25.7	203	2.9
5757	493.57	-17.53	25.5	203	2.9
5762	493.26	-17.57	25.2	202	2.8
5767	492.95	-17.60	24.9	201	2.8
5772	492.64	-17.63	24.9	200	2.8
5776	492.33	-17.68	24.9	199	2.8
5782	492.02	-17.73	25.1	197	2.8
5786	491.72	-17.77	25.2	196	2.8
5790	491.41	-17.81	25.3	194	2.8
5794	491.11	-17.85	25.3	193	2.8
5799	490.81	-17.89	25.4	192	2.8
5804	490.51	-17.95	25.6	190	2.8
5809	490.21	-18.00	25.7	189	2.8
5814	489.90	-18.04	25.8	187	2.8
5818	489.60	-18.08	25.7	186	2.8
5822	489.30	-18.11	25.6	184	2.8
5826	488.98	-18.16	25.8	183	2.8
5830	488.66	-18.21	26.2	182	2.8
5836	488.33	-18.27	26.4	181	2.8
5841	488.00	-18.32	26.4	180	2.8
5848	487.66	-18.38	26.2	179	2.9
5854	487.32	-18.43	25.8	178	2.9
5859	486.99	-18.47	25.2	178	2.9
5864	486.68	-18.50	24.7	177	2.9
5867	486.38	-18.53	24.6	177	2.9
5872	486.09	-18.56	24.8	177	2.9
5876	485.80	-18.60	25.1	177	2.9
5880	485.53	-18.64	25.4	177	2.9
5885	485.25	-18.68	25.6	177	2.9
5888	484.96	-18.72	25.7	177	2.9
5892	484.67	-18.76	25.7	177	2.8
5897	484.37	-18.81	25.8	177	2.8
5901	484.06	-18.86	26.0	178	2.8
5907	483.75	-18.91	26.2	178	2.8
5914	483.43	-18.96	26.2	179	2.8
5919	483.12	-19.00	26.1	179	2.8
5923	482.82	-19.04	26.0	180	2.8
5927	482.53	-19.07	26.0	181	2.8
5930	482.25	-19.10	25.9	182	2.8
5935	481.98	-19.14	25.9	182	2.7
5939	481.70	-19.18	26.0	183	2.7
5943	481.43	-19.22	26.1	184	2.7
5948	481.17	-19.26	26.2	184	2.7
5952	480.90	-19.30	26.3	185	2.7
5955	480.63	-19.33	26.3	186	2.7
5959	480.37	-19.37	26.2	186	2.7
5964	480.11	-19.41	26.1	187	2.7
